timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
3 6 7 0.39780527810653643 0.0021947218934635915
3 7 34 0.39847102591189193 0.0015289740881080927
3 9 10 0.3952389576238812 0.004761042376118796
3 9 35 0.3943547821773919 0.005645217822608128
3 10 11 0.39149563105061935 0.00850436894938067
3 14 15 0.3929136730880212 0.007086326911978802
3 14 40 0.39851017687195567 0.0014898231280443541
3 18 19 0.3915665405210643 0.008433459478935701
3 21 46 0.38886697833485345 0.01113302166514657
3 61 89 0.3995685809591001 4.3141904089993854E-4
3 65 66 0.38992464544596295 0.010075354554037075
3 65 92 0.39935664447619307 6.433555238069544E-4
3 72 99 0.39200491685894345 0.00799508314105657
3 74 75 0.38990650290138157 0.010093497098618454
3 88 90 0.3952917586627863 0.004708241337213703
3 95 97 0.3997032473524755 2.967526475245452E-4
3 96 97 0.3954477244519599 0.004552275548040108
4 2 28 0.39500548806430785 0.00499451193569217
4 3 4 0.3944238515380275 0.005576148461972519
4 6 31 0.3923854708720122 0.0076145291279878236
4 44 46 0.397175852678334 0.0028241473216660262
4 65 92 0.39935664447619307 6.433555238069544E-4
4 67 92 0.3969084046134669 0.0030915953865331414
5 3 4 0.3944238515380275 0.005576148461972519
5 6 31 0.3923854708720122 0.0076145291279878236
6 10 11 0.391034614181801 0.008965385818199001
7 7 9 0.39880071143272094 0.0011992885672790776
12 60 90 0.39916442389312234 8.355761068776779E-4
13 60 90 0.39916442389312234 8.355761068776779E-4
52 13 37 0.3922799459062142 0.007720054093785844
64 8 89 0.3910775123645379 0.008922487635462106
