timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
9 5 6 0.30063773835890495 0.09936226164109507
10 5 6 0.3563719005029018 0.04362809949709823
10 5 11 0.2768842923392214 0.12311570766077862
11 5 6 0.3732737336039811 0.02672626639601894
11 5 11 0.279014259080226 0.12098574091977404
12 5 6 0.39093607112798917 0.009063928872010851
12 5 11 0.35307474148798 0.04692525851202001
12 9 10 0.37998356352247376 0.020016436477526267
12 10 13 0.2634081395894556 0.13659186041054444
13 5 11 0.3446742820045354 0.055325717995464596
13 9 10 0.2500628526486151 0.14993714735138491
13 9 13 0.38234419603159825 0.017655803968401773
13 10 13 0.1476366520994554 0.2523633479005446
14 5 11 0.35994475796800773 0.04005524203199229
14 9 10 0.27514427491233207 0.12485572508766796
14 9 13 0.3861943574999955 0.013805642500004545
14 10 13 0.18482852972522706 0.21517147027477296
14 10 14 0.38149170883828315 0.018508291161716872
15 5 11 0.3846463047387202 0.015353695261279832
15 10 13 0.2988081340434302 0.10119186595656982
15 10 14 0.36096295571224035 0.03903704428775967
15 12 13 0.39723169464500124 0.002768305354998779
15 12 14 0.26612118746630103 0.133878812533699
15 13 14 0.38371215759130434 0.016287842408695685
16 5 11 0.3977613094969488 0.0022386905030511994
16 9 13 0.38810864812319273 0.011891351876807288
16 12 14 0.14122381234937917 0.2587761876506208
17 5 11 0.39321112357365773 0.006788876426342294
17 9 13 0.294194001977386 0.10580599802261403
17 12 14 0.17335695325844686 0.22664304674155317
17 12 15 0.36649917519368674 0.03350082480631328
17 12 16 0.39498385258435603 0.00501614741564399
17 15 16 0.23756226170545083 0.1624377382945492
18 9 13 0.30586810718575 0.09413189281425
18 10 14 0.37992318834139305 0.020076811658606974
18 12 14 0.3125581572332852 0.0874418427667148
18 15 16 0.14422113049379817 0.2557788695062019
18 15 18 0.3393237073571887 0.060676292642811325
18 16 18 0.3378952066862016 0.06210479331379842
19 9 13 0.3891824490303337 0.0108175509696663
19 10 14 0.39121431767482145 0.008785682325178568
19 15 16 0.2034772062496562 0.19652279375034382
19 15 18 0.29795586009531766 0.10204413990468236
19 16 18 0.361701568568043 0.03829843143195705
19 17 20 0.3937265494898761 0.006273450510123901
20 15 16 0.37530091267983845 0.024699087320161572
20 17 18 0.2875183787252067 0.11248162127479333
20 17 20 0.25967910590334675 0.14032089409665327
20 18 20 0.22532359082685227 0.17467640917314775
21 10 14 0.383059411414904 0.016940588585096006
21 14 15 0.37731718097349354 0.022682819026506484
21 17 18 0.3468141123751763 0.053185887624823736
21 17 20 0.24860947473030903 0.151390525269691
21 18 20 0.133328892474822 0.26667110752517803
22 9 12 0.3934236600857675 0.00657633991423251
22 10 14 0.33941954160258836 0.06058045839741166
22 14 15 0.3517865219538614 0.048213478046138625
22 17 19 0.3639521600530042 0.03604783994699584
22 17 20 0.3326673193969077 0.06733268060309233
22 18 20 0.3113331296332008 0.08866687036679921
23 9 12 0.3906622570030629 0.009337742996937126
23 10 14 0.30388475410895605 0.09611524589104398
23 14 15 0.3748273842896001 0.025172615710399915
