timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
1 4 807 0.1917893300701105 0.2082106699298895
1 5 573 0.34994975718167437 0.05005024281832565
1 6 912 0.3435589502399632 0.05644104976003683
1 11 237 0.27987522784647095 0.12012477215352907
1 12 785 0.23358710294727242 0.1664128970527276
1 12 922 0.09159244804500986 0.30840755195499014
1 16 944 0.26486466608405956 0.13513533391594046
1 19 397 0.3738446232814975 0.026155376718502543
1 20 31 0.13207505833672514 0.26792494166327485
1 23 847 0.32972794285170054 0.07027205714829948
1 26 209 0.36655921758488075 0.033440782415119275
1 26 938 0.18565189239487162 0.2143481076051284
1 28 155 0.28617597773194975 0.11382402226805027
1 28 221 0.15727279495704394 0.24272720504295608
1 30 165 0.11575405885612265 0.28424594114387736
1 30 924 0.10086796650173643 0.29913203349826356
1 31 859 0.3479081132902911 0.052091886709708934
1 33 872 0.1993968171003645 0.20060318289963552
1 37 534 0.27795433487138316 0.12204566512861686
1 38 265 0.20313280286601393 0.1968671971339861
1 38 355 0.39966278638351027 3.37213616489751E-4
1 38 523 0.3308959608460727 0.06910403915392732
1 38 985 0.17136727680493444 0.22863272319506558
1 40 925 0.3989770254718743 0.0010229745281257197
1 41 227 0.3878660713784835 0.012133928621516521
1 42 336 0.31652367826486977 0.08347632173513025
1 42 933 0.27598160530333954 0.12401839469666048
1 43 251 0.37431727915681406 0.025682720843185958
1 44 374 0.1322520638892559 0.2677479361107441
1 45 543 0.2608616608986752 0.13913833910132484
1 45 935 0.1972514514712449 0.20274854852875512
1 49 118 0.2951942191948839 0.1048057808051161
1 50 669 0.3889888255070233 0.011011174492976727
1 54 186 0.3438191043804335 0.05618089561956652
1 55 974 0.28667624491902416 0.11332375508097586
1 56 916 0.21844894820197452 0.1815510517980255
1 58 243 0.16674592178330916 0.23325407821669086
1 60 960 0.18307878544863077 0.21692121455136926
1 62 219 0.19558251359919224 0.20441748640080779
1 62 269 0.20228978453259405 0.19771021546740597
1 63 806 0.3065582006508279 0.09344179934917213
1 64 70 0.13725682992680058 0.2627431700731995
1 64 544 0.3540924734483878 0.04590752655161223
