timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
7 1 5 0.31633121938392017 0.08366878061607985
7 6 7 0.3652864899767745 0.034713510023225536
8 1 5 0.26733198254065355 0.13266801745934648
8 6 7 0.2791997370918662 0.12080026290813384
9 1 5 0.29550623927471703 0.10449376072528299
9 6 7 0.2933430373543814 0.10665696264561864
10 6 7 0.3404249465854333 0.0595750534145667
10 8 10 0.2619560932171636 0.1380439067828364
11 6 7 0.3837290105803693 0.016270989419630733
11 8 10 0.20908467458676103 0.190915325413239
12 8 10 0.33900091994622505 0.06099908005377497
12 9 12 0.323553466227753 0.07644653377224703
13 9 12 0.26074220644727564 0.13925779355272438
14 2 5 0.3619994875720761 0.038000512427923905
14 9 12 0.3151345684904846 0.08486543150951542
14 11 14 0.26579263046749846 0.13420736953250156
15 2 5 0.3837174804448984 0.016282519555101627
15 9 12 0.3904671700655462 0.009532829934453813
15 11 14 0.32969750002397796 0.07030249997602206
20 15 17 0.31301167729084983 0.08698832270915019
22 13 17 0.34515366277487536 0.054846337225124664
23 13 17 0.3001258881196831 0.09987411188031692
23 15 16 0.38034621571792476 0.01965378428207526
24 15 16 0.3555909445844894 0.0444090554155106
24 18 20 0.34207444518776087 0.057925554812239155
25 15 16 0.37327658801433816 0.02672341198566186
25 18 20 0.3571346107835075 0.04286538921649252
28 14 17 0.2942108365171653 0.10578916348283474
28 18 19 0.3794057934295474 0.020594206570452633
32 19 20 0.36611607890277637 0.03388392109722366
33 19 20 0.32317027937648135 0.07682972062351867
34 12 17 0.31666361665888665 0.08333638334111337
34 19 20 0.2953648043905827 0.10463519560941731
35 12 17 0.24785623275795798 0.15214376724204204
35 19 20 0.2822882793112166 0.11771172068878344
36 12 17 0.30899591245812064 0.09100408754187939
36 19 20 0.2954583453749643 0.10454165462503573
37 10 17 0.3662920852652492 0.03370791473475082
37 19 20 0.36813887285263086 0.03186112714736916
38 10 17 0.2722691908490682 0.12773080915093182
39 10 17 0.2658806923528858 0.13411930764711422
40 10 17 0.39241519191273366 0.007584808087266359
45 7 17 0.36158856748884005 0.03841143251115997
