pedestrianId simTime groupId-PID5
6 0.4 0
8 0.4 0
14 0.4 1
19 0.4 1
23 0.4 1
30 0.4 1
33 0.4 1
39 0.4 1
41 0.4 1
43 0.4 1
46 0.4 1
50 0.4 1
51 0.4 1
56 0.4 1
63 0.4 1
65 0.4 1
68 0.4 1
71 0.4 1
73 0.4 1
78 0.4 1
80 0.4 1
87 0.4 1
91 0.4 1
98 0.4 1
101 0.4 1
104 0.4 1
114 0.4 1
125 0.4 1
127 0.4 1
129 0.4 1
134 0.4 1
135 0.4 1
137 0.4 1
138 0.4 1
144 0.4 1
148 0.4 1
159 0.4 1
160 0.4 1
161 0.4 1
165 0.4 1
169 0.4 1
170 0.4 1
173 0.4 1
181 0.4 1
182 0.4 1
183 0.4 1
185 0.4 1
196 0.4 1
199 0.4 1
202 0.4 1
203 0.4 1
204 0.4 1
211 0.4 1
218 0.4 0
219 0.4 1
222 0.4 1
227 0.4 1
231 0.4 1
236 0.4 1
251 0.4 1
253 0.4 1
255 0.4 1
263 0.4 1
267 0.4 1
269 0.4 1
271 0.4 1
283 0.4 1
286 0.4 1
287 0.4 1
288 0.4 1
289 0.4 1
290 0.4 1
292 0.4 1
293 0.4 0
296 0.4 1
308 0.4 1
309 0.4 1
319 0.4 1
320 0.4 1
325 0.4 1
326 0.4 1
327 0.4 1
330 0.4 1
335 0.4 1
338 0.4 1
347 0.4 1
349 0.4 1
356 0.4 1
359 0.4 1
363 0.4 1
367 0.4 1
370 0.4 1
371 0.4 1
372 0.4 0
373 0.4 1
375 0.4 1
384 0.4 1
386 0.4 1
387 0.4 1
389 0.4 1
392 0.4 1
395 0.4 1
397 0.4 1
403 0.4 1
406 0.4 1
414 0.4 1
415 0.4 1
417 0.4 1
419 0.4 1
422 0.4 1
424 0.4 1
425 0.4 1
426 0.4 0
428 0.4 1
433 0.4 1
438 0.4 1
442 0.4 1
445 0.4 1
449 0.4 1
460 0.4 1
463 0.4 1
472 0.4 1
477 0.4 1
487 0.4 1
496 0.4 1
498 0.4 1
505 0.4 1
512 0.4 1
514 0.4 1
518 0.4 1
519 0.4 1
525 0.4 1
526 0.4 1
530 0.4 1
533 0.4 1
535 0.4 0
541 0.4 1
551 0.4 1
552 0.4 1
554 0.4 1
555 0.4 1
564 0.4 1
569 0.4 1
572 0.4 0
575 0.4 1
576 0.4 1
582 0.4 0
585 0.4 1
589 0.4 1
593 0.4 1
597 0.4 1
602 0.4 1
603 0.4 1
604 0.4 1
606 0.4 1
612 0.4 1
613 0.4 1
618 0.4 1
623 0.4 1
626 0.4 1
627 0.4 1
639 0.4 1
641 0.4 1
650 0.4 1
657 0.4 1
659 0.4 1
660 0.4 1
661 0.4 1
662 0.4 1
664 0.4 1
666 0.4 1
669 0.4 1
670 0.4 1
681 0.4 1
683 0.4 1
684 0.4 1
690 0.4 1
700 0.4 1
704 0.4 1
709 0.4 1
711 0.4 1
712 0.4 1
716 0.4 1
717 0.4 1
724 0.4 1
726 0.4 1
728 0.4 1
731 0.4 1
732 0.4 1
733 0.4 1
734 0.4 1
736 0.4 1
743 0.4 1
749 0.4 1
754 0.4 1
766 0.4 1
767 0.4 1
768 0.4 1
771 0.4 1
772 0.4 1
773 0.4 1
774 0.4 1
777 0.4 1
782 0.4 1
783 0.4 1
791 0.4 1
793 0.4 1
794 0.4 1
796 0.4 0
797 0.4 1
802 0.4 1
803 0.4 1
804 0.4 1
806 0.4 1
815 0.4 0
822 0.4 1
825 0.4 0
830 0.4 1
833 0.4 1
835 0.4 1
839 0.4 1
843 0.4 1
847 0.4 1
848 0.4 0
849 0.4 1
850 0.4 1
861 0.4 1
868 0.4 1
871 0.4 1
872 0.4 1
877 0.4 1
882 0.4 1
883 0.4 1
886 0.4 1
887 0.4 1
891 0.4 1
893 0.4 1
899 0.4 1
903 0.4 1
910 0.4 1
912 0.4 1
916 0.4 1
917 0.4 1
920 0.4 1
924 0.4 1
927 0.4 1
937 0.4 1
940 0.4 0
945 0.4 1
946 0.4 1
951 0.4 1
955 0.4 1
958 0.4 1
959 0.4 1
963 0.4 1
980 0.4 1
987 0.4 1
989 0.4 1
330 0.8 1
8 0.9 0
33 0.9 1
41 0.9 1
43 0.9 1
46 0.9 1
51 0.9 1
68 0.9 1
71 0.9 1
91 0.9 1
135 0.9 1
148 0.9 1
165 0.9 1
202 0.9 1
211 0.9 1
222 0.9 1
227 0.9 1
251 0.9 1
271 0.9 1
287 0.9 1
327 0.9 1
335 0.9 1
347 0.9 1
349 0.9 1
356 0.9 1
389 0.9 1
395 0.9 1
403 0.9 1
424 0.9 1
426 0.9 0
445 0.9 1
472 0.9 1
505 0.9 1
512 0.9 1
525 0.9 1
551 0.9 1
552 0.9 1
575 0.9 1
582 0.9 0
597 0.9 1
650 0.9 1
659 0.9 1
660 0.9 1
661 0.9 1
690 0.9 1
704 0.9 1
716 0.9 1
717 0.9 1
726 0.9 1
734 0.9 1
749 0.9 1
768 0.9 1
772 0.9 1
777 0.9 1
783 0.9 1
794 0.9 1
803 0.9 1
804 0.9 1
843 0.9 1
847 0.9 1
848 0.9 0
868 0.9 1
871 0.9 1
927 0.9 1
946 0.9 1
955 0.9 1
963 0.9 1
987 0.9 1
6 1.0 0
19 1.0 1
50 1.0 1
56 1.0 1
65 1.0 1
73 1.0 1
80 1.0 1
101 1.0 1
129 1.0 1
138 1.0 1
144 1.0 1
160 1.0 1
161 1.0 1
169 1.0 1
170 1.0 1
181 1.0 1
182 1.0 1
183 1.0 1
185 1.0 1
196 1.0 1
203 1.0 1
204 1.0 1
218 1.0 0
231 1.0 1
236 1.0 1
255 1.0 1
263 1.0 1
288 1.0 1
289 1.0 1
290 1.0 1
292 1.0 1
293 1.0 0
296 1.0 1
319 1.0 1
320 1.0 1
325 1.0 1
363 1.0 1
367 1.0 1
375 1.0 1
406 1.0 1
414 1.0 1
415 1.0 1
417 1.0 1
428 1.0 1
438 1.0 1
442 1.0 1
449 1.0 1
463 1.0 1
498 1.0 1
530 1.0 1
533 1.0 1
535 1.0 0
555 1.0 1
576 1.0 1
589 1.0 1
593 1.0 1
602 1.0 1
612 1.0 1
618 1.0 1
623 1.0 1
627 1.0 1
639 1.0 1
662 1.0 1
669 1.0 1
670 1.0 1
681 1.0 1
684 1.0 1
700 1.0 1
709 1.0 1
711 1.0 1
712 1.0 1
728 1.0 1
731 1.0 1
733 1.0 1
743 1.0 1
754 1.0 1
767 1.0 1
771 1.0 1
774 1.0 1
791 1.0 1
797 1.0 1
815 1.0 0
822 1.0 1
825 1.0 0
833 1.0 1
835 1.0 1
849 1.0 1
877 1.0 1
883 1.0 1
887 1.0 1
891 1.0 1
893 1.0 1
910 1.0 1
912 1.0 1
924 1.0 1
937 1.0 1
940 1.0 0
945 1.0 1
958 1.0 1
989 1.0 1
23 1.1 1
30 1.1 1
39 1.1 1
63 1.1 1
78 1.1 1
134 1.1 1
199 1.1 1
253 1.1 1
283 1.1 1
286 1.1 1
309 1.1 1
359 1.1 1
370 1.1 1
371 1.1 1
373 1.1 1
384 1.1 1
386 1.1 1
392 1.1 1
422 1.1 1
425 1.1 1
487 1.1 1
526 1.1 1
564 1.1 1
569 1.1 1
641 1.1 1
664 1.1 1
666 1.1 1
683 1.1 1
724 1.1 1
766 1.1 1
796 1.1 0
802 1.1 1
806 1.1 1
850 1.1 1
861 1.1 1
872 1.1 1
882 1.1 1
916 1.1 1
980 1.1 1
114 1.2 1
137 1.2 1
267 1.2 1
397 1.2 1
839 1.2 1
886 1.2 1
917 1.2 1
104 1.3 1
173 1.3 1
330 1.3 1
347 1.3 1
704 1.3 1
927 1.3 1
8 1.4 0
33 1.4 1
43 1.4 1
46 1.4 1
68 1.4 1
71 1.4 1
165 1.4 1
202 1.4 1
211 1.4 1
227 1.4 1
251 1.4 1
287 1.4 1
335 1.4 1
