timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
3 1 7 0.392561645065064 0.007438354934935998
3 13 14 0.39445410986142254 0.005545890138577481
3 14 20 0.3982025094379958 0.0017974905620042336
3 15 26 0.3976232383741564 0.002376761625843604
3 21 23 0.3904797732896189 0.009520226710381108
3 27 32 0.39643765604050885 0.0035623439594911765
3 34 40 0.39857045283067255 0.001429547169327472
3 39 44 0.3979403929367756 0.0020596070632244445
3 39 45 0.3958296670521656 0.004170332947834421
3 40 46 0.3907493249324792 0.009250675067520808
3 42 48 0.395001271408874 0.004998728591126045
3 48 54 0.39444776735531106 0.005552232644688959
3 51 52 0.3916056811643997 0.008394318835600323
3 58 63 0.39751805993766404 0.0024819400623359855
3 62 68 0.39265814087867285 0.007341859121327177
3 65 68 0.3953420585919838 0.004657941408016231
3 71 76 0.3964478732754214 0.003552126724578608
3 75 80 0.39301525801030335 0.0069847419896966745
3 81 82 0.3997941885854613 2.0581141453873686E-4
3 82 87 0.3934384301091017 0.006561569890898344
3 82 93 0.39554461906824573 0.004455380931754294
3 90 96 0.39118075313318634 0.00881924686681368
3 91 97 0.39882628463393305 0.0011737153660669741
3 92 98 0.39499549517837235 0.0050045048216276755
3 94 99 0.3958836184815738 0.004116381518426249
3 102 108 0.39140286432395205 0.008597135676047973
3 103 109 0.3961404189463358 0.0038595810536642405
3 104 110 0.39927977455182745 7.202254481725734E-4
3 107 113 0.3953751622600006 0.004624837739999443
3 111 112 0.3964735874756869 0.0035264125243131272
3 115 121 0.39612075360919047 0.0038792463908095542
3 127 133 0.39745285782949563 0.0025471421705043906
3 134 141 0.39574723301418385 0.00425276698581617
3 135 136 0.38591958805810095 0.014080411941899074
3 146 147 0.3947197114381055 0.005280288561894497
3 147 148 0.3890504015716751 0.010949598428324936
3 148 150 0.391562940395832 0.008437059604168018
3 152 157 0.3886476411822934 0.011352358817706631
3 155 156 0.3982413885265044 0.001758611473495597
3 160 166 0.39544558989919393 0.004554410100806094
3 162 168 0.3956246519581115 0.004375348041888549
3 168 179 0.3943793935506305 0.005620606449369514
3 171 182 0.39600560017447173 0.003994399825528294
3 176 182 0.39666851799679564 0.003331482003204378
3 178 182 0.3969284564300811 0.0030715435699188998
3 178 183 0.39858569675439376 0.0014143032456062632
3 178 185 0.39351029173201674 0.006489708267983285
3 181 187 0.3958959868744137 0.004104013125586337
3 189 195 0.39892460210034664 0.0010753978996533853
3 240 245 0.39213476153494414 0.00786523846505588
3 256 267 0.39554852200494756 0.004451477995052466
3 261 262 0.39462463479279464 0.005375365207205385
3 269 274 0.3943819245300691 0.005618075469930928
3 271 272 0.39942879427497535 5.712057250246705E-4
3 272 277 0.3930760495805372 0.00692395041946281
3 281 291 0.3987162147918294 0.0012837852081706291
3 331 336 0.397767718488456 0.002232281511544032
3 333 339 0.39260239554760973 0.007397604452390294
3 335 340 0.3927730523373865 0.007226947662613503
3 346 351 0.38997943633084214 0.010020563669157878
3 348 353 0.39830768921613435 0.0016923107838656692
3 372 377 0.39724126317090364 0.0027587368290963865
3 381 382 0.39762469061240663 0.002375309387593394
3 386 391 0.3936499008951891 0.006350099104810936
4 1 7 0.392561645065064 0.007438354934935998
4 3 14 0.3983695731668087 0.0016304268331913119
4 9 15 0.39371772790712856 0.006282272092871466
4 24 28 0.39462744143131273 0.005372558568687291
4 27 32 0.39643765604050885 0.0035623439594911765
4 45 51 0.39245947182455554 0.007540528175444483
4 45 64 0.39508870006812946 0.004911299931870561
4 60 70 0.3905899961502555 0.009410003849744497
4 62 68 0.39265814087867285 0.007341859121327177
4 75 80 0.39301525801030335 0.0069847419896966745
4 82 88 0.3919219407568486 0.008078059243151414
4 87 93 0.38959862157241987 0.010401378427580155
4 88 93 0.3969447200073559 0.0030552799926441
4 91 97 0.39882628463393305 0.0011737153660669741
4 100 101 0.39986302531249757 1.3697468750245578E-4
4 102 132 0.39645469388149207 0.0035453061185079515
4 103 109 0.3961404189463358 0.0038595810536642405
4 106 113 0.3920053029056139 0.007994697094386105
4 115 121 0.39612075360919047 0.0038792463908095542
4 127 133 0.39745285782949563 0.0025471421705043906
4 152 157 0.3886476411822934 0.011352358817706631
4 173 180 0.3924193690048679 0.0075806309951321205
4 177 179 0.39343835562251916 0.0065616443774808575
4 177 184 0.3942062064841132 0.005793793515886825
4 203 208 0.39322092098925726 0.006779079010742761
4 262 268 0.39797970213922584 0.0020202978607741784
4 297 303 0.3928259906457081 0.00717400935429191
4 304 308 0.39174186605064243 0.008258133949357593
4 311 322 0.3949124280950667 0.005087571904933308
4 337 342 0.39719316350681927 0.0028068364931807532
4 379 388 0.39983317862027107 1.6682137972895417E-4
5 8 19 0.3880492307298709 0.011950769270129113
5 9 35 0.39525781928813436 0.004742180711865662
5 24 28 0.39462744143131273 0.005372558568687291
5 27 32 0.39643765604050885 0.0035623439594911765
5 33 35 0.3983998565163736 0.001600143483626415
5 45 64 0.39508870006812946 0.004911299931870561
5 60 70 0.3905899961502555 0.009410003849744497
5 87 93 0.38959862157241987 0.010401378427580155
5 91 97 0.39882628463393305 0.0011737153660669741
5 103 109 0.3961404189463358 0.0038595810536642405
5 115 121 0.39612075360919047 0.0038792463908095542
5 127 133 0.39745285782949563 0.0025471421705043906
5 128 129 0.3977934848315098 0.0022065151684902418
5 130 142 0.39489748573676364 0.00510251426323638
5 141 145 0.39748094297496056 0.0025190570250394617
5 145 151 0.39130615729823576 0.008693842701764265
5 156 161 0.3969330668985087 0.0030669331014913093
5 175 193 0.3931751228390292 0.006824877160970799
5 177 179 0.39343835562251916 0.0065616443774808575
5 177 182 0.391194809020163 0.008805190979837008
5 258 259 0.3965468846811083 0.0034531153188916974
6 14 15 0.39333572530012784 0.006664274699872186
6 95 101 0.3925441605478273 0.007455839452172708
6 97 105 0.39198942170693557 0.008010578293064452
6 103 104 0.3950501964391348 0.004949803560865218
6 112 113 0.38956532414758654 0.010434675852413478
6 115 121 0.39612075360919047 0.0038792463908095542
6 127 133 0.39745285782949563 0.0025471421705043906
6 147 154 0.3918130210108825 0.008186978989117522
6 250 255 0.397504649445878 0.0024953505541220333
6 259 269 0.39930072875502476 6.992712449752636E-4
6 331 352 0.39685068964846676 0.0031493103515332632
7 94 101 0.3988082050352415 0.001191794964758519
7 201 202 0.39258883229589714 0.007411167704102883
7 292 298 0.39386550349919464 0.0061344965008053864
8 45 64 0.3908546291541125 0.009145370845887513
10 158 162 0.39926102925430873 7.38970745691292E-4
11 43 49 0.39434368942597436 0.005656310574025658
39 63 282 0.3945630395064125 0.005436960493587495
42 135 286 0.3929795039605015 0.007020496039498503
44 180 347 0.39463838480397195 0.005361615196028069
45 16 218 0.39341239506564024 0.006587604934359781
46 241 277 0.3942396711999782 0.005760328800021808
47 288 298 0.39958219327219163 4.178067278083897E-4
47 294 309 0.390857509148834 0.00914249085116603
49 48 303 0.3905709022373502 0.00942909776264983
50 72 256 0.3885481531152474 0.011451846884752648
50 102 272 0.39458771275141397 0.005412287248586056
51 94 313 0.39273380918956685 0.007266190810433171
51 102 272 0.39458771275141397 0.005412287248586056
52 142 259 0.3909882518137905 0.009011748186209534
52 287 312 0.39601536909115526 0.003984630908844766
53 5 51 0.3987600780874778 0.0012399219125222016
54 116 366 0.3963963490045491 0.003603650995450902
55 57 246 0.39833942775987696 0.0016605722401230594
55 70 248 0.39645434547709996 0.0035456545229000658
55 72 281 0.38967232057684964 0.010327679423150382
55 101 259 0.39601009420701844 0.003989905792981585
56 5 217 0.39618736257754406 0.0038126374224559667
57 113 293 0.3919606868993292 0.008039313100670797
59 118 326 0.3961287313430671 0.0038712686569329358
59 218 274 0.3995224457172761 4.775542827239465E-4
59 279 298 0.39183111605035453 0.008168883949645489
60 118 326 0.3961287313430671 0.0038712686569329358
61 75 102 0.39530350606468107 0.004696493935318957
63 88 281 0.39902830799384664 9.716920061533796E-4
64 126 285 0.3928578276518232 0.007142172348176823
64 162 378 0.3944793434181578 0.005520656581842198
65 33 292 0.3973252762888117 0.0026747237111883204
70 31 56 0.39944753247230086 5.524675276991631E-4
70 34 215 0.3897084619873144 0.01029153801268562
71 22 215 0.3973510067551167 0.002648993244883324
72 22 215 0.3973510067551167 0.002648993244883324
72 283 286 0.3949925456423582 0.005007454357641827
73 25 228 0.393269292923173 0.006730707076827047
73 88 257 0.39320730956512306 0.006792690434876958
73 167 318 0.3948386996175021 0.005161300382497902
74 69 292 0.39617125218840554 0.0038287478115944795
75 69 292 0.39617125218840554 0.0038287478115944795
75 74 275 0.3949723121443154 0.005027687855684637
76 9 220 0.39563963086697757 0.004360369133022457
76 43 236 0.3983290706893287 0.0016709293106713097
76 92 327 0.39891142994922013 0.0010885700507798912
77 7 216 0.39339293800894454 0.006607061991055485
77 65 213 0.39881903140397446 0.0011809685960255667
77 92 327 0.39891142994922013 0.0010885700507798912
78 31 207 0.3943835480832957 0.005616451916704346
80 80 120 0.39092309319622254 0.009076906803777485
81 31 236 0.3951512288640013 0.004848771135998742
81 267 325 0.3967787266947747 0.003221273305225314
82 65 220 0.39611092813130294 0.0038890718686970804
82 145 318 0.38953699011230625 0.010463009887693775
